270	212	19
1389	1215	54
1051	360	89
592	777	10
1058	223	84
615	69	31
1063	868	23
436	303	53
836	906	37
1389	533	30
731	1193	34
1259	1122	25
669	480	39
176	175	36
902	1266	59
317	130	39
843	358	88
277	800	24
676	148	90
267	1485	89
688	427	30
379	446	71
1196	1102	32
267	1285	78
1249	972	64
786	997	53
510	268	30
1541	1418	80
234	384	53
1148	692	18
1505	652	76
326	1211	54
1014	738	57
627	520	54
1540	953	89
807	279	59
734	247	68
1162	999	43
1477	941	47
510	1085	82
1126	936	76
356	631	34
174	210	43
82	618	40
526	780	75
146	1206	77
529	266	35
1165	238	33
1010	253	19
1295	438	50
1176	277	45
1020	606	90
355	285	68
368	634	79
665	1211	73
836	379	30
211	807	10
1205	825	43
1427	653	22
955	755	56
542	957	20
893	769	61
252	899	52
35	851	66
136	1481	30
1112	831	54
610	259	24
815	1250	53
76	367	21
787	299	53
113	574	56
563	794	41
21	552	58
982	1136	36
38	869	51
1268	1429	63
1443	1287	41
725	123	48
292	735	11
1154	945	56
913	422	9
328	1142	53
1138	373	28
683	324	16
644	4	38
1455	1147	41
602	1158	43
796	358	72
293	646	72
1275	1077	83
91	253	20
1438	1021	22
791	263	56
1203	1011	78
30	797	6
959	759	37
1472	948	16
1510	1139	69
928	1497	9
1270	1295	71
8	3	50
1561	1276	54
808	1008	28
867	134	25
640	326	67
816	282	54
73	596	84
1134	668	86
752	66	86
987	430	68
579	1105	87
137	1163	90
1581	1048	68
812	1308	39
731	655	34
905	812	79
1002	795	76
962	1534	92
955	700	80
721	677	80
1086	266	33
640	1479	78
1486	606	57
827	1475	8
798	236	82
1594	1116	55
1482	1380	60
1654	1111	39
1327	450	78
15	696	30
504	742	46
1365	1265	30
163	421	35
711	364	79
1359	1183	36
775	6	75
1170	651	37
1028	861	61
116	742	93
1055	1093	58
367	956	23
1032	934	51
235	1327	10
130	1354	47
806	1106	54
326	935	68
500	1458	86
910	530	73
1008	491	44
1117	183	33
996	554	34
58	778	66
1223	493	27
857	127	58
1161	1148	47
187	697	16
1200	918	45
188	546	72
217	1147	56
621	1249	15
1462	590	44
536	1090	74
910	1480	55
213	802	17
143	724	89
306	2	76
873	741	32
864	199	30
1466	807	46
26	114	35
329	913	79
971	1303	87
804	161	24
92	751	59
786	1425	83
49	1495	61
154	109	11
77	600	21
678	953	69
