x	y	z
-232.89324	-671.4817115	210
-226.788348	-589.666857499999	210
-158.648948	-567.828354499999	210
-115.218082	-635.8864165	210
-277.614464	-767.3368105	210
-277.68227	-756.5683365	210
-276.531004	-748.2198885	210
-270.93673	-740.5554565	210
-269.441112	-724.2806565	210
-263.196975	-728.936066499999	210
-244.079307	-731.1723675	210
-245.343383	-805.0608935	210
-235.071554	-736.067895499999	210
-224.085314	-734.5484095	210
-199.581539	-781.972243499999	210
-195.247499	-716.2273715	210
-176.430581000001	-770.144900499999	210
-167.686365	-745.562725499999	210
-159.497598	-708.4425475	210
-123.14811	-707.9628185	210
-284.616972	-839.819182499999	210
-247.964024	-814.556824499999	210
-243.642336	-758.8015335	210
-242.319934	-746.9099925	210
-153.928518	-733.727482499999	210
-147.207793	-728.3734165	210
-272.500012	-831.7950185	210
-175.887687	-721.5486905	210
-43.5163380000004	-753.0493605	210
-42.6005170000003	-884.0150115	210
-35.4210160000002	-876.2741065	210
-15.0008630000002	-779.1109965	210
-14.3448120000003	-883.8572985	210
-12.5118520000001	-869.355300499999	210
31.6268029999997	-894.624228499999	210
42.8624789999999	-890.176432499999	210
57.5466059999999	-875.7804865	210
75.4427609999998	-868.1089795	210
17.5419969999998	-893.5566895	210
24.4396449999995	-892.1584885	210
-24.7101840000005	-885.3222925	210
-91.4733450000003	-606.5007555	210
-90.7101930000003	-553.4023695	210
-86.8160840000005	-673.4081865	210
-85.9304690000004	-629.8061345	210
-86.4126840000004	-638.004768499999	210
-82.8014850000004	-662.333445499999	210
-73.7933580000004	-660.0913575	210
-61.9299540000002	-589.7208755	210
-48.8166140000003	-615.5675685	210
-46.6892900000003	-532.9230975	210
-42.1886660000005	-671.7749405	210
-34.3959120000004	-585.4593555	210
-15.9786410000002	-549.0642135	210
-4.85675300000048	-548.2438965	210
10.4520779999998	-544.2683885	210
86.3875869999997	-526.5362995	210
-88.4973620000005	-684.8151075	210
-78.0238570000001	-527.799296499999	210
-40.3527500000005	-522.3807285	210
-65.9682950000001	-514.8969425	210
-59.8442450000002	-572.3440205	210
-60.8323500000001	-648.6275945	210
-53.4890700000001	-641.076241499999	210
89.8918899999999	-563.862613499999	210
-81.8159870000004	-534.8765775	210
-29.7309540000001	-614.6408215	210
-91.9921950000003	-313.0218525	210
-78.2332350000001	-397.403842499999	210
-76.8463010000005	-407.665616499999	210
-74.7853250000003	-441.8765805	210
-73.4293760000005	-315.2064995	210
-50.5343930000004	-440.1650605	210
-46.9846800000005	-470.7365205	210
-42.8216150000003	-337.5026785	210
-41.8174170000002	-415.9486495	210
-38.1485580000003	-442.1961135	210
-35.5374380000003	-366.391336499999	210
-37.2445330000005	-374.702137499999	210
-33.0994630000005	-462.7999555	210
-15.2771200000002	-431.7943235	210
-18.1684560000003	-353.8324275	210
-11.1401250000004	-474.9217975	210
-10.0079830000004	-424.1796385	210
-5.4087440000003	-395.2769865	210
-0.871325000000525	-349.2092575	210
10.4201289999996	-327.8116505	210
3.51050399999986	-429.6846175	210
12.1638559999997	-384.7790245	210
10.3830829999997	-460.5952115	210
29.4685679999998	-418.1233735	210
33.2595169999995	-378.991922499999	210
30.3675219999996	-431.5942235	210
31.3066879999997	-465.9853395	210
34.3285639999999	-396.536007499999	210
41.3687929999996	-344.7249295	210
46.1759189999998	-400.1733265	210
48.1486509999995	-409.9755335	210
48.1036049999998	-461.3054405	210
48.6114279999997	-454.082369499999	210
49.6957459999999	-321.0225955	210
55.9855889999999	-454.9617515	210
58.0680729999999	-426.523661499999	210
64.6841479999998	-356.055228499999	210
71.8269269999996	-423.9194545	210
70.8885289999998	-460.9637565	210
76.1762409999997	-467.6590735	210
76.9027869999995	-451.7305805	210
78.4581449999996	-340.1635295	210
80.5877379999997	-392.649886499999	210
85.9932859999999	-368.3666985	210
85.9647469999995	-476.5291425	210
-87.8799510000003	-476.4926605	210
-44.6101630000003	-485.572074499999	210
-0.914485000000241	-384.4161695	210
52.3447549999996	-369.646000499999	210
64.4396129999996	-339.1446225	210
-76.1796110000005	-358.5997215	210
-52.1825480000002	-371.841213499999	210
-23.6400280000003	-425.0813555	210
14.6097289999998	-399.7171935	210
28.9485279999999	-347.9115915	210
-70.5700520000005	-443.1959845	210
-37.4120470000003	-476.0753995	210
-35.9241320000001	-314.2407595	210
-65.1642940000002	-374.672863499999	210
-49.4657250000005	-463.222407499999	210
-0.709146000000146	-403.8892615	210
-92.7035080000005	-127.9712165	210
-89.9395730000001	-150.2481745	210
-91.6611040000003	-118.680658499999	210
-84.6677250000002	-160.4246945	210
-77.6789580000004	-108.1338725	210
-76.4167090000001	-273.771121499999	210
-73.5709810000003	-147.9959785	210
-71.6762410000001	-214.079473499999	210
-65.0705150000003	-127.8294355	210
-59.1273560000004	-161.5016745	210
-53.9337330000003	-213.4160155	210
-52.9648780000002	-109.7239915	210
-43.5615230000003	-197.1674345	210
-42.7773150000003	-134.2981555	210
-40.4341820000004	-256.9987845	210
-39.0540700000001	-230.5869725	210
-28.1230090000004	-155.5499825	210
-25.9894580000005	-133.401251499999	210
-24.2764640000005	-193.095987499999	210
-18.0828680000004	-244.119215499999	210
-19.8475710000002	-178.8333565	210
-13.2509870000004	-143.9046895	210
-11.0235520000001	-276.0631815	210
-7.66280600000027	-163.8165275	210
-6.40359600000011	-131.519509499999	210
-3.86112800000046	-201.962593499999	210
-6.17528100000027	-126.294725499999	210
3.89139999999952	-234.5892815	210
0.566213999999491	-261.230296499999	210
8.12566399999969	-152.2796435	210
10.1226279999996	-188.2290495	210
10.0031599999998	-119.271583499999	210
16.5297709999995	-138.1193495	210
27.3457769999995	-252.411011499999	210
27.5142339999998	-149.471867499999	210
28.3259229999999	-189.190586499999	210
34.8930379999997	-172.2028835	210
35.2928589999997	-208.7347975	210
37.2736479999999	-226.2608295	210
40.8507649999997	-158.1084045	210
43.0158449999999	-218.845803499999	210
41.9939389999995	-267.9995825	210
45.4198049999995	-261.7244565	210
46.8033079999996	-279.6294305	210
53.6297739999995	-133.9405385	210
58.1430169999999	-161.4515795	210
57.5576519999995	-208.464953499999	210
62.5544269999996	-279.2417395	210
68.2895819999999	-175.712851499999	210
73.4075909999997	-273.3096435	210
75.2278759999995	-164.837906499999	210
75.0383039999997	-245.0903505	210
84.7074379999999	-275.5800265	210
85.0668699999997	-216.8229695	210
87.4126409999999	-254.7895615	210
-40.4625730000002	-282.5196135	210
-37.2691520000003	-158.6587195	210
-2.6540700000005	-120.6100555	210
3.3929879999996	-168.4116665	210
38.4036089999995	-235.8472495	210
42.0969659999996	-143.4466505	210
59.4254859999996	-245.6789785	210
53.9748869999999	-184.3032165	210
66.0695229999997	-199.108172499999	210
-89.1924720000002	-189.752088499999	210
-88.2658810000003	-212.1672225	210
-76.5327290000005	-292.9142605	210
-53.6803330000002	-148.3035205	210
-10.4050150000003	-109.8317955	210
-7.00818200000049	-106.964530499999	210
-0.138096000000132	-106.5983715	210
21.7465399999996	-110.8879135	210
25.3546499999998	-239.2394985	210
50.7748309999997	-292.044972499999	210
67.9648789999997	-139.4141915	210
70.0812019999998	-126.0121525	210
82.4472499999997	-200.3615035	210
92.7955389999997	-147.066552499999	210
-87.2279520000002	-166.5657695	210
-54.9776030000003	-260.400578499999	210
8.09010799999987	-163.7137435	210
31.2067799999995	-127.0793515	210
77.9961769999995	-152.5352065	210
49.7054919999996	-130.0015425	210
-93.2859310000003	57.1328035000006	210
-91.6831790000001	-18.5463364999996	210
-90.8538510000003	36.3464465000002	210
-84.9778420000002	46.6914015000002	210
-77.6829710000002	79.0656015000004	210
-71.5571820000005	-83.1456834999994	210
-63.0215400000002	-47.5188224999997	210
-61.4340810000003	67.5079815000004	210
-61.5997920000004	-2.45228549999956	210
-57.1906240000003	41.7384975000004	210
-52.3081230000003	-86.4902224999996	210
-52.1810240000004	-39.9436974999994	210
-48.0631230000004	10.5039855000005	210
-46.2164900000002	-21.7329784999997	210
-45.1887650000003	34.5066945000003	210
-37.2310080000002	77.8652285000003	210
-37.2574910000003	50.0348625000006	210
-33.7441530000001	20.7680985000002	210
-26.8722790000002	-49.7275524999995	210
-27.7190330000003	-67.6179074999995	210
-26.4459090000005	-53.6723224999996	210
-22.4134820000004	25.1089335000006	210
-23.0315660000001	-59.0141514999996	210
-17.4179640000002	42.1075805000005	210
-17.2194640000002	-19.3428494999998	210
-14.3197240000004	-89.5739034999997	210
-5.19264800000019	-67.4664124999995	210
-5.03999000000022	-12.3355204999998	210
0.77659199999971	52.1260165000003	210
3.59415299999955	8.17734950000022	210
8.84250699999984	-23.1386344999996	210
16.5441029999997	-54.5332044999996	210
16.6387609999997	-21.0677584999994	210
16.6042459999999	-72.8521504999994	210
21.2590649999997	24.0974405000002	210
30.7299529999996	11.3881635000002	210
34.5126319999995	-50.5930674999995	210
37.3709469999999	-42.8768524999996	210
45.9721599999998	12.6449375000002	210
51.2028439999999	45.9091645000003	210
57.3291669999999	-33.5731484999997	210
58.8338719999997	-63.7103034999996	210
61.9553299999998	5.49281650000057	210
63.1088969999996	-7.50846049999973	210
81.8363569999997	-43.2153214999994	210
89.5306769999997	24.5195815000002	210
87.8971859999997	-1.78225449999945	210
93.5092269999996	-53.2424684999996	210
92.7544729999995	72.8673525000004	210
-42.8545460000005	-12.9617754999995	210
-20.2006630000005	51.7575345000005	210
20.1244009999996	65.0015075000006	210
21.8787499999999	-66.7381324999997	210
29.1507979999997	-13.2667854999995	210
29.5886859999996	56.1265855000006	210
58.3027849999999	-53.1710634999995	210
70.8303729999998	-25.8118334999995	210
-67.8184860000001	75.4384795000005	210
-32.7812470000003	-37.7884104999998	210
-26.5449170000002	12.2321565000002	210
-22.2261890000004	5.99957250000034	210
27.2875219999996	7.58902050000052	210
75.0434499999997	-81.1185874999996	210
-87.7904850000004	-53.1827174999994	210
18.9505749999998	-10.6240474999995	210
52.1190969999998	-21.8950984999997	210
-92.7976950000002	4.26317350000045	210
-20.3951680000005	-84.4678274999997	210
45.9612419999999	-40.5201054999998	210
63.3182739999997	-28.6663504999997	210
74.3182739999997	-53.0159304999997	210
86.3523749999995	-82.5349144999996	210
92.3367429999998	-59.7132484999997	210
-94.8561440000003	138.8651015	210
-86.3509190000004	187.724542500001	210
-87.8095820000003	288.0958735	210
-86.0675160000005	169.9301625	210
-83.0233030000004	221.517418500001	210
-80.9670090000004	275.1363945	210
-80.5298330000005	239.3153435	210
-78.6484970000001	248.440236500001	210
-66.2803870000002	202.808149500001	210
-71.7504060000001	292.9552045	210
-71.4060930000005	167.043209500001	210
-69.4535720000003	116.278903500001	210
-61.3951930000003	141.9165435	210
-58.5919770000005	112.7147255	210
-58.4430180000004	136.959140500001	210
-54.2012820000004	204.060998500001	210
-56.2519910000001	224.3478935	210
-51.9952860000003	276.4946275	210
-47.0357870000003	255.5631795	210
-43.9478950000002	285.2417065	210
-37.9450420000003	232.2290865	210
-32.2876650000003	275.3363895	210
-32.1011510000003	187.0428365	210
-27.5430500000002	209.4061095	210
-28.9602940000004	161.0123575	210
-27.3407720000005	140.3788855	210
-23.6363550000001	247.2044305	210
-23.5910490000001	291.359724500001	210
-20.8594550000003	185.8685855	210
-15.7658030000002	265.1991795	210
-14.3586160000004	291.5317825	210
-12.5938260000003	201.9596485	210
-9.89332600000034	155.530969500001	210
-9.82015500000034	122.029599500001	210
-0.110115000000405	242.5003245	210
1.96750099999963	251.640496500001	210
3.33523899999955	159.9235255	210
14.8892099999998	287.5338425	210
18.7864919999997	240.1175335	210
19.5268189999997	272.256136500001	210
20.8455429999999	258.7853775	210
31.2189689999996	128.7369345	210
37.3396049999997	211.9894095	210
41.7904829999998	183.4760345	210
41.8446339999996	236.5560335	210
46.9322679999996	283.5426685	210
52.8204729999998	140.831593500001	210
54.1827249999997	284.345574500001	210
55.4440779999995	227.7205145	210
58.5929209999995	194.7454085	210
57.9359269999995	217.9099895	210
60.5445349999995	260.6453815	210
69.6081709999999	280.078795500001	210
73.5875009999995	264.5560775	210
74.6895439999998	281.7989975	210
76.4977739999995	169.6139185	210
80.0945839999995	146.0400315	210
76.0755569999997	175.661866500001	210
83.3936429999999	197.666679500001	210
81.9073949999997	251.5025085	210
81.8420749999996	218.8555055	210
81.5189459999997	285.6625015	210
93.8568509999996	187.4228645	210
-79.3020670000001	261.3307395	210
-68.5849390000003	155.5545275	210
-63.8146900000002	175.8938395	210
-62.4686450000004	182.9869635	210
-28.9338810000004	122.8662795	210
-8.84419200000048	223.0994075	210
-3.9198150000002	235.2004425	210
8.7142359999998	120.373107500001	210
73.7365529999997	248.620469500001	210
90.2440709999996	159.3184665	210
-66.8422140000002	226.4447105	210
-39.1806180000003	137.0200015	210
-37.9043300000003	211.8320175	210
-27.1490340000005	259.9800265	210
-23.2425280000002	181.023107500001	210
3.48880299999973	148.079816500001	210
5.43201299999964	237.6366395	210
67.7604309999997	122.3438675	210
76.5080039999998	123.6899725	210
-87.2887150000001	217.2489735	210
-81.1816260000005	200.553790500001	210
-57.2446540000001	124.8607555	210
-7.54046400000016	191.537202500001	210
28.2684929999996	151.6600475	210
42.5155899999995	251.067795500001	210
76.8434859999998	267.497974500001	210
-43.5469150000004	218.6332155	210
57.3327299999996	241.4289575	210
60.1373149999995	167.7535925	210
90.9743999999996	226.2381315	210
4.88839299999972	210.3068335	210
3.33593399999972	217.735463500001	210
-96.1702230000005	391.144570500001	210
-94.2403200000003	420.1394115	210
-86.7810860000004	340.521206500001	210
-84.6386000000002	369.0507675	210
-80.6086200000004	384.335705500001	210
-82.1480540000002	321.1885555	210
-80.0586020000005	413.9599605	210
-75.3020210000004	306.4258735	210
-66.2678680000004	429.8470605	210
-53.7747190000005	455.6130825	210
-54.4121430000005	491.9523805	210
-54.1683330000005	483.7111335	210
-49.9725380000004	447.927115500001	210
-45.3517410000004	366.3955025	210
-33.7911990000002	369.639487500001	210
-35.0229020000002	444.5832305	210
-35.0105480000002	314.277541500001	210
-31.4561460000004	420.5651635	210
-27.5599090000005	387.3409085	210
-25.9396850000003	323.3444575	210
-25.6867210000005	475.4148585	210
-27.8984350000005	485.342095500001	210
-16.1803200000004	313.5407575	210
-14.8122440000002	373.1529815	210
-13.4490350000001	436.2461125	210
-12.4068850000003	390.0659925	210
-11.1589910000002	402.653175500001	210
-3.77925300000015	462.1431045	210
1.05795899999976	440.9367875	210
2.66549999999961	334.5396145	210
8.86417699999947	463.2036365	210
18.8506329999996	436.404787500001	210
22.3737599999995	326.7587475	210
22.9537719999998	467.4925095	210
30.9472169999999	393.4405625	210
33.5931749999995	475.305492500001	210
32.5739939999999	342.7297655	210
32.2711329999997	312.6134465	210
34.1501179999996	424.8907295	210
38.7225269999999	374.540939500001	210
40.2421289999997	415.4073515	210
41.6720519999999	434.1219455	210
41.1792649999998	386.6412185	210
43.0911159999996	459.8302165	210
49.2446499999996	453.924067500001	210
51.2647219999999	431.7189525	210
59.9888579999997	468.8991245	210
60.4712059999997	402.2939005	210
60.3531729999995	451.7433275	210
62.4672779999996	485.1972975	210
60.6859359999999	379.3608145	210
65.1537139999996	432.8273625	210
65.9960659999997	392.5630875	210
73.2929789999998	450.4261865	210
74.8772859999999	408.6378065	210
79.6493889999997	436.2361305	210
78.8335369999995	490.6852685	210
81.4306999999999	422.5486225	210
86.3108069999998	439.3789775	210
87.8659049999997	465.195890500001	210
90.5028869999996	409.7751765	210
89.6794129999998	378.2351145	210
-76.7334690000002	331.8857485	210
-56.3847290000003	349.6604955	210
-33.2936760000002	328.8576185	210
12.2316199999996	361.5906565	210
15.6082689999998	351.4369635	210
48.3144609999995	355.9851525	210
53.6516179999999	332.7722795	210
59.7696709999996	411.5625135	210
81.5422189999995	391.2252365	210
5.6352539999998	374.1665445	210
80.5802679999997	369.6345015	210
96.5827509999999	417.7791525	210
-83.4613270000004	454.8502335	210
7.5912559999997	478.531943500001	210
15.2637569999997	400.9051235	210
28.5646739999997	453.7944625	210
50.4432909999996	417.7199205	210
70.6845689999996	357.700797500001	210
86.8953139999999	333.451948500001	210
-90.9728720000003	405.1809405	210
-13.3635030000005	350.9046655	210
-95.5157620000004	544.8885105	210
-92.5484100000003	557.4904145	210
-87.1369980000004	650.245544500001	210
-86.3773780000001	545.3057245	210
-80.6472280000003	518.4588615	210
-75.6219930000002	629.3176755	210
-61.5406820000003	552.5656075	210
-55.0741750000002	647.086727500001	210
-45.3621060000005	650.6530765	210
-42.3048860000004	576.5207505	210
-26.2913050000002	658.3638025	210
-24.2031170000005	609.198442500001	210
-17.7307970000002	515.369111500001	210
-17.4082010000002	597.6302395	210
-4.48123400000031	541.337912500001	210
1.72588499999983	613.9730805	210
10.5673379999998	610.1818525	210
10.9460299999996	653.4114265	210
17.2126609999996	510.6860175	210
20.0867959999996	573.8429405	210
28.1359489999995	647.3239775	210
30.8617689999996	677.7170595	210
34.9846119999997	683.6131275	210
47.9763339999995	517.195718500001	210
51.9832359999996	516.8858785	210
48.5104439999996	527.9721535	210
53.3775359999995	587.8005245	210
54.3552109999996	564.6831215	210
55.0949759999999	608.7265405	210
63.5373099999997	552.548480500001	210
68.0613189999999	606.1136655	210
71.1126179999997	568.9324155	210
72.1613579999998	677.5922025	210
80.3883029999997	513.0786435	210
81.8275569999996	576.9038075	210
86.1257839999998	549.3868365	210
90.3718449999997	526.1233725	210
-80.6464730000002	553.9129275	210
-68.8596460000003	555.6345055	210
-65.9542910000005	542.5168175	210
-64.9811830000003	631.5392985	210
-59.5722180000002	539.058916500001	210
-58.9353280000005	579.0951175	210
-32.1012460000002	544.619471500001	210
-13.1373200000003	549.3389585	210
-5.73405600000024	649.979664500001	210
23.2143539999997	608.7308885	210
31.8081859999998	607.8329735	210
38.3232899999998	673.3520065	210
45.0613619999999	674.9752105	210
55.6574419999997	508.8104145	210
68.5205259999998	507.5103955	210
-76.7869570000003	665.500627500001	210
-65.7605240000003	666.8911515	210
-33.5542160000005	573.5349735	210
-23.5257550000001	572.8921585	210
16.0257199999996	554.7551985	210
18.0115989999995	647.865574500001	210
49.6835629999996	508.2420905	210
49.9608629999998	606.3893095	210
-54.6606040000001	618.8738845	210
-36.1141450000005	512.5816885	210
-25.6499990000002	676.510930500001	210
-12.2122700000004	573.0833095	210
-10.8988060000001	517.6665675	210
-4.21770800000013	574.728130500001	210
-47.8923220000001	542.116016500001	210
3.72609599999987	517.576318500001	210
26.9211579999997	521.6046285	210
-88.4541630000003	818.370880500001	210
-86.2118250000003	834.2725295	210
-69.7484710000003	787.4712215	210
-67.7320010000003	816.5746675	210
-50.7634060000005	804.7724595	210
-45.1258950000001	861.3874235	210
-44.9856540000005	838.8863435	210
-31.6337880000001	768.7418925	210
-27.6181910000005	821.2506135	210
-16.8265290000004	818.117957500001	210
-13.4562090000004	749.6594225	210
-14.5888160000004	767.679804500001	210
5.5528989999998	821.361203500001	210
11.4752389999999	772.728044500001	210
20.7254989999997	847.9907085	210
23.1868829999999	790.9791265	210
24.5127289999996	752.988852500001	210
28.9207809999998	714.4554405	210
33.5517679999998	725.3051545	210
35.0910859999999	833.393365500001	210
56.4035639999997	782.5757885	210
59.3388759999998	885.5792075	210
63.8800389999997	762.5884815	210
69.1522589999995	720.6722415	210
73.0344609999997	822.1254975	210
77.4651669999998	775.0396595	210
81.4457279999997	867.1489795	210
-78.5970240000001	719.6760535	210
-77.1463050000002	861.4788185	210
-78.7000280000002	869.9921255	210
-70.2246900000005	839.6087525	210
-68.3049150000002	866.383938500001	210
-67.2924170000001	888.5031855	210
-59.2148040000002	719.399250500001	210
-16.0368270000004	874.6491755	210
-1.35688600000049	767.716117500001	210
14.2374839999998	813.994655500001	210
44.5734169999996	869.9670235	210
52.9206979999999	795.3685975	210
71.9538389999998	765.6679305	210
89.7422009999996	764.7024655	210
-71.9436300000002	855.099659500001	210
-53.7397320000005	764.4934755	210
0.266700999999557	707.8375045	210
34.1614779999995	804.6798365	210
34.0451469999998	793.416483500001	210
45.0550649999996	878.7208575	210
53.0063589999995	719.1018895	210
68.4480139999996	786.4991935	210
-47.9060440000003	706.767030500001	210
-35.4539430000004	708.3392965	210
-28.5008240000002	716.5082085	210
113.101213	809.8846885	210
128.309751	876.1764495	210
128.552381	798.5153265	210
132.026123	771.2223805	210
135.234663	887.8367265	210
134.299175	880.8436465	210
156.252944	750.4586565	210
159.033826	857.3147955	210
159.253465	782.251902500001	210
166.14069	872.6062085	210
171.383576	776.351291500001	210
169.357236	891.5498625	210
178.861926	885.1828705	210
178.41572	858.4654085	210
183.087993	765.6835125	210
191.950442	890.117695500001	210
190.714966	878.515007500001	210
196.643902	881.8007625	210
195.805893	817.526574500001	210
198.308076	892.0483875	210
195.897632	796.5640575	210
201.876948	838.1406545	210
203.140708	883.883680500001	210
209.640999	836.6127235	210
205.285726	796.626167500001	210
213.805127	748.5918945	210
221.509675	795.9046865	210
225.724521	880.8796755	210
229.558665	729.2358135	210
237.275732	824.1919955	210
240.066234	870.2031355	210
244.846176	891.6686425	210
243.003807	879.8961875	210
244.893758	798.2325895	210
250.836931	746.2362085	210
250.417178	708.1843765	210
252.45421	716.2963255	210
251.187353	772.2200215	210
254.753934	803.422733500001	210
266.223759	804.0295205	210
266.602863999999	879.9530455	210
273.496429	770.7794735	210
274.407476	868.5695465	210
279.691438	807.7902995	210
116.637365999999	751.0032735	210
190.117639999999	840.2476125	210
196.66637	838.494925500001	210
108.003485	883.7284585	210
108.858305	887.7971435	210
127.675927	804.347718500001	210
147.277047999999	803.458604500001	210
204.546227	743.8582155	210
222.086616	856.3887345	210
262.831263	771.2914805	210
117.604853	775.326392500001	210
116.954294	867.175397500001	210
133.548738	867.101322500001	210
289.575794	787.911236500001	210
106.811635	553.0792575	210
115.406257	605.2827785	210
117.207226	592.3860655	210
122.517799	530.5999505	210
127.848529	565.4854545	210
134.914934	562.7143885	210
140.560049	508.5354605	210
141.213795	526.0961565	210
148.661222	670.7465795	210
159.203618	517.7517395	210
165.1195	621.3599915	210
172.27523	537.9082535	210
172.330345	670.5242635	210
186.519405	577.3363765	210
196.172507	615.399892500001	210
199.844896999999	525.595805500001	210
201.074161	609.1373525	210
214.842574	522.2069895	210
220.463975	599.791792500001	210
221.870907	517.810685500001	210
220.930219	548.4364395	210
223.713414	662.7995635	210
229.793942	595.6619085	210
228.382574	654.4562165	210
235.083881	621.0445385	210
238.767299	651.3378135	210
243.588637	597.097448500001	210
248.8169	571.5307835	210
248.630993	527.2978105	210
261.585957	569.3571435	210
266.452277	532.5251095	210
271.434009	508.4915745	210
276.05698	565.836104500001	210
277.231493	512.7769325	210
285.989858	676.0958045	210
284.296493	628.3781305	210
157.345211	668.568695500001	210
164.292522	668.1683785	210
184.957625	663.2125615	210
209.604481	569.8640595	210
214.640472	661.0677705	210
219.715094	654.8547905	210
253.842317	671.555015500001	210
275.501688	531.6936705	210
125.775243	672.2452025	210
143.921872	657.7006325	210
174.676246	519.8237885	210
186.359159	614.5817865	210
208.836183	606.6339245	210
224.707579	616.1335295	210
244.034506	672.3956185	210
281.979219	535.412868500001	210
283.037091	608.102258500001	210
288.956885	518.8430375	210
127.9214	641.071043500001	210
145.582558999999	608.5761945	210
249.620803	691.2068775	210
256.515043	687.6804915	210
111.262972	433.2750835	210
111.026386	447.551963500001	210
112.663318	412.395537500001	210
116.398441	384.2852195	210
123.224193	485.8198295	210
126.576475	347.205282500001	210
128.366964	323.7458905	210
131.718239	448.590953500001	210
137.834279	316.4563295	210
136.599879	478.4190015	210
139.355194	385.0312415	210
140.320669	454.148616500001	210
145.304145	368.4839625	210
151.349617	375.2836245	210
156.328591	455.5737835	210
158.969684	441.407792500001	210
161.443373	335.7271185	210
165.6929	432.3344795	210
169.308573	455.1162875	210
172.817746	421.4729485	210
170.668538	480.2310175	210
175.675684	352.7839915	210
176.360731	309.547247500001	210
178.729636	390.560172500001	210
181.422209	333.1299465	210
185.803084	401.6009765	210
187.204191	420.0741455	210
186.33941	488.0664205	210
190.332355	359.971243500001	210
195.518492	471.4209615	210
196.03156	414.9689025	210
196.96673	372.6767105	210
199.853602	425.5986275	210
201.552995	393.6813565	210
205.798993	304.8049075	210
206.742424	433.3353245	210
209.55921	449.461339500001	210
211.733575	465.7610295	210
212.241591	474.7775835	210
213.738361	314.3746615	210
213.777385	378.4566115	210
218.090602	370.8234665	210
221.009379	466.4647185	210
222.764021	364.2810375	210
223.466045	483.5698125	210
226.801147	461.8158135	210
227.105226	400.7128095	210
232.406723999999	350.1002015	210
241.016946	391.5227805	210
249.620432	336.2156005	210
257.660777	442.8307655	210
260.299992	490.5243145	210
263.841159	362.1743085	210
264.305757	381.484012500001	210
265.671354999999	415.5814415	210
268.488185	328.803399500001	210
273.614326	454.089454500001	210
277.636183	376.392821500001	210
282.454009999999	393.365711500001	210
110.974753	356.105967500001	210
121.280087	412.0940465	210
140.548188	422.839912500001	210
156.54824	393.3398525	210
163.787597	386.7873605	210
198.130869	352.4224835	210
245.952267	469.3245045	210
248.220408	313.124989500001	210
261.620836	346.952621500001	210
271.044397	376.8961615	210
272.850081999999	346.8012925	210
147.407287	337.595852500001	210
153.716458	340.6170565	210
206.854523	421.851819500001	210
239.222935	428.1468235	210
271.888776	396.6214785	210
133.851975	369.9286705	210
292.893522	325.929166500001	210
115.808868	424.1550075	210
121.677141	428.3088955	210
134.198894	393.3044265	210
231.554961	415.4281985	210
107.919467	148.8517215	210
112.847877	185.354105500001	210
116.667942999999	154.1962105	210
119.199364999999	165.428195500001	210
122.271921	225.642883500001	210
124.887606	185.8244655	210
130.553153	242.364240500001	210
131.779469	250.387836500001	210
135.517756	260.5031105	210
138.72389	119.9322365	210
139.764675	152.3682765	210
141.183152	106.497363500001	210
143.189523	136.203994500001	210
145.037361	117.1633405	210
144.707726	241.0291715	210
148.711862	195.8903395	210
155.14243	153.7570855	210
156.344924	252.1429535	210
158.623215	209.555496500001	210
159.635357	221.0777225	210
160.339941	169.1896285	210
160.164745999999	177.4141655	210
161.652861	231.425186500001	210
162.031950999999	157.0980115	210
162.209808999999	202.4948685	210
166.003438	164.0938825	210
167.857408	174.4400745	210
174.262157	281.7566815	210
187.621001	156.889221500001	210
188.719473	139.954260500001	210
188.919596	199.9979685	210
192.108696	102.8531875	210
194.000905	246.1083915	210
194.992763	111.8706825	210
195.876735	125.3035025	210
201.924778	214.2393555	210
204.891012999999	239.3437465	210
204.617807	273.9447985	210
206.744257	203.5696965	210
216.055625	113.6426045	210
219.965098	271.2761465	210
224.480373	164.7948185	210
225.270032	175.2140875	210
235.939527	149.5513675	210
237.215334	203.313514500001	210
240.988645	219.6921325	210
248.452816	163.3796475	210
250.425874	133.6457555	210
249.735347	214.1093035	210
255.201988	171.348673500001	210
257.830862	285.6112985	210
267.069526	186.739365500001	210
270.408148	116.0626335	210
269.873923	134.025377500001	210
273.762434	160.3656235	210
277.316873	140.6769285	210
276.32778	228.539816500001	210
280.274159	279.3530505	210
284.141714	265.8102725	210
282.567211999999	221.6778245	210
115.15974	134.6450585	210
133.52741	278.9846125	210
200.176829	286.191386500001	210
225.116257	226.236633500001	210
241.822149	261.9437455	210
249.799086	148.782831500001	210
248.952672	116.270204500001	210
262.88164	264.513798500001	210
115.599459	260.8389705	210
116.142761999999	122.5461465	210
117.831023	289.8644445	210
146.945197	155.500138500001	210
155.756198	144.189078500001	210
161.633878	191.5632085	210
226.208179	135.893733500001	210
247.70864	282.2090875	210
273.193555	274.2637335	210
271.004153	205.819971500001	210
281.4955	114.7699405	210
288.4294	132.334046500001	210
121.731277	199.1802195	210
187.01255	186.5893045	210
219.323611	192.1909945	210
198.839957	163.3540665	210
115.893321	68.2571205000004	210
117.648652	-47.1980464999997	210
124.397084	16.8416355000004	210
128.942898	-26.0765974999995	210
127.839775	38.6784985000004	210
150.282036	-22.6924674999996	210
149.753729	-54.4960564999997	210
156.402779	-30.2451494999996	210
